,filename,guid,name,status,time_elapsed,error_message
0,ch2_2AdditionAndLogicalOps,1,rfl,FAIL,8.348168,"tactic 'rfl' failed, the left-hand side
      -x
    is not definitionally equal to the right-hand side
      ~~~x + 1#w
    w : ℕ
    x : BitVec w
    ⊢ -x = ~~~x + 1#w"
1,ch2_2AdditionAndLogicalOps,1,bv_bitwise,FAIL,195.9015,internal exception #5
2,ch2_2AdditionAndLogicalOps,1,bv_ac,FAIL,40.015706,internal exception #5
3,ch2_2AdditionAndLogicalOps,1,bv_distrib,FAIL,221.140654,internal exception #5
4,ch2_2AdditionAndLogicalOps,1,bv_ring,FAIL,389.232786,internal exception #5
5,ch2_2AdditionAndLogicalOps,1,bv_of_bool,FAIL,30.058744,simp made no progress
6,ch2_2AdditionAndLogicalOps,1,bv_omega,FAIL,17.460242,"omega could not prove the goal:
    a possible counterexample may satisfy the constraints
      b ≥ 0
      b - c ≤ -1
      a ≥ 0
      a - b ≥ 1
      a - c ≤ -1
    where
     a := ↑(2 ^ w - 1 - x.toNat + 1 % 2 ^ w) % ↑(2 ^ w)
     b := ↑(2 ^ w - x.toNat) % ↑(2 ^ w)
     c := ↑2 ^ w"
7,ch2_2AdditionAndLogicalOps,1,bv_automata_classic_prop,PASS,28.277647,
8,ch2_2AdditionAndLogicalOps,1,bv_automata_classic,PASS,11.053643,
9,ch2_2AdditionAndLogicalOps,1,bv_normalize_automata_classic,PASS,30.983608,
10,ch2_2AdditionAndLogicalOps,1,simp,FAIL,136.495912,simp made no progress
11,ch2_2AdditionAndLogicalOps,1,bv_normalize,FAIL,21.874855,internal exception #5
12,ch2_2AdditionAndLogicalOps,1,bv_decide,FAIL,80.233697,"The prover found a potentially spurious counterexample:
    - It abstracted the following unsupported expressions as opaque variables: [-x == ~~~x + 1#w]
    Consider the following assignment:
    -x == ~~~x + 1#w = false"
13,ch2_2AdditionAndLogicalOps,1,bv_auto,PASS,480.094722,
14,ch2_2AdditionAndLogicalOps,1,bv_automata_circuit_lean_prop,PASS,19.915616,
15,ch2_2AdditionAndLogicalOps,1,bv_automata_circuit_lean,PASS,7.655293,
16,ch2_2AdditionAndLogicalOps,1,bv_normalize_automata_circuit_lean,PASS,18.515769,
17,ch2_2AdditionAndLogicalOps,1,bv_automata_circuit_cadical_prop,PASS,244.035419,
18,ch2_2AdditionAndLogicalOps,1,bv_automata_circuit_cadical,PASS,227.5843,
19,ch2_2AdditionAndLogicalOps,1,bv_normalize_automata_circuit_cadical,PASS,238.766794,
20,ch2_2AdditionAndLogicalOps,1,bv_mba,FAIL,5.184583,"unable to reflect term '
      -x'.
    Expected 'int * variable'."
21,ch2_2AdditionAndLogicalOps,1,bv_normalize_mba,FAIL,16.326864,internal exception #5
22,ch2_2AdditionAndLogicalOps,2,rfl,FAIL,3.541195,"tactic 'rfl' failed, the left-hand side
      -x
    is not definitionally equal to the right-hand side
      ~~~(x - 1#w)
    w : ℕ
    x : BitVec w
    ⊢ -x = ~~~(x - 1#w)"
23,ch2_2AdditionAndLogicalOps,2,bv_bitwise,FAIL,247.546046,internal exception #5
24,ch2_2AdditionAndLogicalOps,2,bv_ac,FAIL,19.140788,internal exception #5
25,ch2_2AdditionAndLogicalOps,2,bv_distrib,FAIL,229.65466,internal exception #5
26,ch2_2AdditionAndLogicalOps,2,bv_ring,FAIL,401.608124,internal exception #5
27,ch2_2AdditionAndLogicalOps,2,bv_of_bool,FAIL,28.563727,simp made no progress
28,ch2_2AdditionAndLogicalOps,2,bv_omega,FAIL,18.063164,"omega could not prove the goal:
    a possible counterexample may satisfy the constraints
      c ≥ 0
      b - c ≥ 1
      a ≥ 0
      a - b ≤ -1
      a - b + c ≤ -2
    where
     a := ↑(2 ^ w - x.toNat) % ↑(2 ^ w)
     b := ↑2 ^ w
     c := ↑(x.toNat + (2 ^ w - 1 % 2 ^ w)) % ↑(2 ^ w)"
29,ch2_2AdditionAndLogicalOps,2,bv_automata_classic_prop,PASS,1891.078208,
30,ch2_2AdditionAndLogicalOps,2,bv_automata_classic,PASS,6.266429,
31,ch2_2AdditionAndLogicalOps,2,bv_normalize_automata_classic,PASS,16.739627,
32,ch2_2AdditionAndLogicalOps,2,simp,FAIL,65.223609,simp made no progress
33,ch2_2AdditionAndLogicalOps,2,bv_normalize,FAIL,10.486359,internal exception #5
34,ch2_2AdditionAndLogicalOps,2,bv_decide,FAIL,68.82267,"The prover found a potentially spurious counterexample:
    - It abstracted the following unsupported expressions as opaque variables: [-x == ~~~(x + -1#w)]
    Consider the following assignment:
    -x == ~~~(x + -1#w) = false"
35,ch2_2AdditionAndLogicalOps,2,bv_auto,PASS,433.860959,
36,ch2_2AdditionAndLogicalOps,2,bv_automata_circuit_lean_prop,PASS,19.611422,
37,ch2_2AdditionAndLogicalOps,2,bv_automata_circuit_lean,PASS,7.606168,
38,ch2_2AdditionAndLogicalOps,2,bv_normalize_automata_circuit_lean,PASS,18.137844,
39,ch2_2AdditionAndLogicalOps,2,bv_automata_circuit_cadical_prop,PASS,243.006623,
40,ch2_2AdditionAndLogicalOps,2,bv_automata_circuit_cadical,PASS,228.006833,
