,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,8.697162,7.664523,7.650076,0.0,0.0,0.0,0.0
1,83.308089,100.207901,28.09638,0.0,60.57479,4.105458,5.458199
2,9.950386,10.250144,10.239113,0.0,0.0,0.0,0.0
3,7.136397,7.26997,7.259289,0.0,0.0,0.0,0.0
4,9.708501,10.060905,10.050386,0.0,0.0,0.0,0.0
5,85.185703,187.905372,25.047237,0.0,110.357694,22.787332,27.140505
6,81.423281,132.496882,21.281941,3.377484,59.936715,20.308574,22.406362
7,78.463607,90.980197,17.798638,0.0,60.095013,5.14542,6.070786
8,89.276571,166.685408,26.316582,3.572452,60.432922,35.742919,34.94302
9,86.745145,184.064516,30.384066,0.0,110.456444,19.00317,21.407858
10,96.175419,280.713429,41.610964,3.736021,110.848099,61.54498,56.649724
11,93.341192,146.90978,30.722857,0.0,61.111453,28.941886,22.85515
12,96.862568,269.878601,39.743049,3.856909,111.424936,48.605862,59.44099
13,85.604632,103.088245,23.159814,0.0,61.182135,7.641269,8.815646
14,85.489766,102.829166,21.952486,0.0,61.489766,7.306748,9.46517
15,84.925782,112.184731,22.040241,0.0,61.422118,11.719947,14.200478
16,93.186411,357.122877,29.870918,0.0,211.679824,58.084931,54.193407
17,84.238004,116.862419,23.015493,0.0,61.532457,17.480035,12.334435
18,91.149316,133.547775,27.688681,0.0,61.420205,23.029057,18.392508
19,80.407777,96.662789,22.366677,0.0,61.534801,1.948967,8.315961
20,79.174317,95.638257,14.667418,0.0,61.636425,4.871583,12.179124
21,83.774139,111.377077,25.067724,0.0,61.699361,8.562168,13.309808
