,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,9.015013,8.204822,8.190115,0.0,0.0,0.0,0.0
1,82.260602,94.926454,26.60216,0.0,58.078881,2.736956,6.100241
2,10.676999,9.998188,9.987447,0.0,0.0,0.0,0.0
3,7.40803,7.3125,7.301448,0.0,0.0,0.0,0.0
4,9.649029,9.758796,9.747905,0.0,0.0,0.0,0.0
5,82.555569,116.197304,27.411438,0.0,57.812127,15.523424,13.122374
6,80.094674,115.890182,30.336528,0.0,57.948212,6.628348,17.498672
7,76.142116,89.945675,16.673935,0.0,58.037231,3.861647,9.439434
8,87.30405,124.258446,29.933166,0.0,57.876887,17.809549,15.419026
9,85.933484,124.030675,26.476032,0.0,58.302872,15.618643,21.206628
10,95.452136,154.467581,35.980037,0.0,57.963402,32.973353,24.051507
11,90.686793,117.734334,31.338909,0.0,58.062899,12.549452,13.884271
12,93.922599,152.566395,34.383014,1.052176,57.843516,31.766556,24.729728
13,85.100312,101.502213,25.6481,0.0,57.956188,5.561395,10.22353
14,83.195486,96.125867,24.187965,0.0,58.047811,3.460762,8.385473
15,82.650369,100.272362,26.949757,0.0,58.214716,4.250662,8.75996
16,93.130305,143.136931,30.075164,0.0,58.170733,32.162553,20.779995
17,81.946341,104.851071,21.400083,0.0,58.415173,11.10144,11.612664
18,87.961381,100.298451,27.94295,0.0,58.501337,5.070007,6.957059
19,77.990804,83.085248,17.939604,0.0,58.144644,1.00134,4.280739
20,75.004439,80.619375,15.960338,0.0,57.971156,1.687745,3.686596
21,82.867747,90.999503,22.262381,0.0,58.406217,3.593912,5.341962
