,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
0,69.112455,71.859619,71.859619,71.859619
1,67.032781,71.859619,71.859619,71.859619
2,95.977914,71.859619,71.859619,71.859619
3,101.204479,71.859619,71.859619,71.859619
4,83.669478,71.859619,71.859619,71.859619
5,85.576565,71.859619,71.859619,71.859619
6,82.237323,71.859619,71.859619,71.859619
7,78.575414,71.859619,71.859619,71.859619
8,89.35144,71.859619,71.859619,71.859619
9,84.797505,71.859619,71.859619,71.859619
10,88.611963,71.859619,71.859619,71.859619
11,84.636571,71.859619,71.859619,71.859619
12,73.175653,71.859619,71.859619,71.859619
13,73.546854,71.859619,71.859619,71.859619
14,78.022931,71.859619,71.859619,71.859619
15,79.81887,71.859619,71.859619,71.859619
16,74.592868,71.859619,71.859619,71.859619
17,100.371336,71.859619,71.859619,71.859619
18,67.312838,71.859619,71.859619,71.859619
19,68.83954,71.859619,71.859619,71.859619
20,77.851756,71.859619,71.859619,71.859619
21,68.671553,71.859619,71.859619,71.859619
22,80.812285,71.859619,71.859619,71.859619
23,80.323141,71.859619,71.859619,71.859619
24,71.178574,71.859619,71.859619,71.859619
25,72.198991,71.859619,71.859619,71.859619
26,81.768599,71.859619,71.859619,71.859619
27,90.033245,71.859619,71.859619,71.859619
28,88.809476,71.859619,71.859619,71.859619
29,89.310251,71.859619,71.859619,71.859619
30,96.601401,71.859619,71.859619,71.859619
31,83.276906,71.859619,71.859619,71.859619
32,91.439218,71.859619,71.859619,71.859619
33,89.884054,71.859619,71.859619,71.859619
34,97.310979,71.859619,71.859619,71.859619
35,86.862823,71.859619,71.859619,71.859619
36,88.903092,71.859619,71.859619,71.859619
37,99.188273,71.859619,71.859619,71.859619
38,101.672108,71.859619,71.859619,71.859619
39,70.73617,71.859619,71.859619,71.859619
40,71.332794,71.859619,71.859619,71.859619
41,71.859619,71.859619,71.859619,71.859619
