,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
0,67.624229,68.964006,68.964006,68.964006
1,66.230327,68.964006,68.964006,68.964006
2,96.254569,68.964006,68.964006,68.964006
3,100.854038,68.964006,68.964006,68.964006
4,83.936832,68.964006,68.964006,68.964006
5,85.661196,68.964006,68.964006,68.964006
6,79.697662,68.964006,68.964006,68.964006
7,84.970864,68.964006,68.964006,68.964006
8,88.605584,68.964006,68.964006,68.964006
9,82.853197,68.964006,68.964006,68.964006
10,88.093908,68.964006,68.964006,68.964006
11,84.495567,68.964006,68.964006,68.964006
12,72.740393,68.964006,68.964006,68.964006
13,73.175164,68.964006,68.964006,68.964006
14,77.93119,68.964006,68.964006,68.964006
15,79.583596,68.964006,68.964006,68.964006
16,75.650003,68.964006,68.964006,68.964006
17,102.746881,68.964006,68.964006,68.964006
18,73.568443,68.964006,68.964006,68.964006
19,69.861851,68.964006,68.964006,68.964006
20,79.956341,68.964006,68.964006,68.964006
21,71.771344,68.964006,68.964006,68.964006
22,78.553885,68.964006,68.964006,68.964006
23,80.221991,68.964006,68.964006,68.964006
24,72.658526,68.964006,68.964006,68.964006
25,71.855393,68.964006,68.964006,68.964006
26,82.627321,68.964006,68.964006,68.964006
27,91.051617,68.964006,68.964006,68.964006
28,87.400448,68.964006,68.964006,68.964006
29,90.87753,68.964006,68.964006,68.964006
30,93.458211,68.964006,68.964006,68.964006
31,83.604526,68.964006,68.964006,68.964006
32,92.505893,68.964006,68.964006,68.964006
33,87.331698,68.964006,68.964006,68.964006
34,98.325657,68.964006,68.964006,68.964006
35,85.687817,68.964006,68.964006,68.964006
36,87.550211,68.964006,68.964006,68.964006
37,96.164056,68.964006,68.964006,68.964006
38,99.407747,68.964006,68.964006,68.964006
39,67.124815,68.964006,68.964006,68.964006
40,67.676215,68.964006,68.964006,68.964006
41,68.964006,68.964006,68.964006,68.964006
