,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
0,71.689644,75.160494,75.160494,75.160494
1,70.38942,75.160494,75.160494,75.160494
2,97.902831,75.160494,75.160494,75.160494
3,102.067008,75.160494,75.160494,75.160494
4,87.57377,75.160494,75.160494,75.160494
5,89.157016,75.160494,75.160494,75.160494
6,83.965921,75.160494,75.160494,75.160494
7,81.484967,75.160494,75.160494,75.160494
8,92.168448,75.160494,75.160494,75.160494
9,87.703365,75.160494,75.160494,75.160494
10,91.604778,75.160494,75.160494,75.160494
11,87.390073,75.160494,75.160494,75.160494
12,76.383191,75.160494,75.160494,75.160494
13,76.967794,75.160494,75.160494,75.160494
14,80.476306,75.160494,75.160494,75.160494
15,82.24915,75.160494,75.160494,75.160494
16,79.099108,75.160494,75.160494,75.160494
17,104.26692,75.160494,75.160494,75.160494
18,78.086866,75.160494,75.160494,75.160494
19,75.970493,75.160494,75.160494,75.160494
20,82.311407,75.160494,75.160494,75.160494
21,76.699738,75.160494,75.160494,75.160494
22,82.53543,75.160494,75.160494,75.160494
23,85.379258,75.160494,75.160494,75.160494
24,76.479032,75.160494,75.160494,75.160494
25,76.459996,75.160494,75.160494,75.160494
26,87.185246,75.160494,75.160494,75.160494
27,94.09772,75.160494,75.160494,75.160494
28,92.29604,75.160494,75.160494,75.160494
29,93.293152,75.160494,75.160494,75.160494
30,96.145324,75.160494,75.160494,75.160494
31,88.324015,75.160494,75.160494,75.160494
32,94.832948,75.160494,75.160494,75.160494
33,93.199326,75.160494,75.160494,75.160494
34,100.530899,75.160494,75.160494,75.160494
35,90.430068,75.160494,75.160494,75.160494
36,90.500952,75.160494,75.160494,75.160494
37,101.128157,75.160494,75.160494,75.160494
38,101.85053,75.160494,75.160494,75.160494
39,73.390183,75.160494,75.160494,75.160494
40,74.503112,75.160494,75.160494,75.160494
41,75.160494,75.160494,75.160494,75.160494
