,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
0,71.035048,74.92517,74.92517,74.92517
1,70.471054,74.92517,74.92517,74.92517
2,98.504036,74.92517,74.92517,74.92517
3,102.935909,74.92517,74.92517,74.92517
4,87.681793,74.92517,74.92517,74.92517
5,89.749614,74.92517,74.92517,74.92517
6,84.6381,74.92517,74.92517,74.92517
7,82.441484,74.92517,74.92517,74.92517
8,92.198797,74.92517,74.92517,74.92517
9,88.721676,74.92517,74.92517,74.92517
10,92.0633,74.92517,74.92517,74.92517
11,87.993781,74.92517,74.92517,74.92517
12,77.402663,74.92517,74.92517,74.92517
13,77.052916,74.92517,74.92517,74.92517
14,80.784025,74.92517,74.92517,74.92517
15,85.131971,74.92517,74.92517,74.92517
16,79.300068,74.92517,74.92517,74.92517
17,104.251231,74.92517,74.92517,74.92517
18,79.077375,74.92517,74.92517,74.92517
19,77.881528,74.92517,74.92517,74.92517
20,83.101249,74.92517,74.92517,74.92517
21,77.534894,74.92517,74.92517,74.92517
22,83.822319,74.92517,74.92517,74.92517
23,86.512215,74.92517,74.92517,74.92517
24,77.916765,74.92517,74.92517,74.92517
25,77.906035,74.92517,74.92517,74.92517
26,88.51741,74.92517,74.92517,74.92517
27,95.162851,74.92517,74.92517,74.92517
28,93.03342,74.92517,74.92517,74.92517
29,94.2672,74.92517,74.92517,74.92517
30,96.95931,74.92517,74.92517,74.92517
31,89.295278,74.92517,74.92517,74.92517
32,96.098446,74.92517,74.92517,74.92517
33,93.987562,74.92517,74.92517,74.92517
34,101.595968,74.92517,74.92517,74.92517
35,90.735936,74.92517,74.92517,74.92517
36,92.235125,74.92517,74.92517,74.92517
37,102.398965,74.92517,74.92517,74.92517
38,102.713808,74.92517,74.92517,74.92517
39,74.508494,74.92517,74.92517,74.92517
40,76.054321,74.92517,74.92517,74.92517
41,74.92517,74.92517,74.92517,74.92517
